,rating,reviewer_name,review_title,review_rating,review_date,review_location,review_content
81,4.9,Christopher Mad,One stick died after a few months.,2,"July 9, 2020",the United States,Check the price every now and then. I waited for them to go back down. My first purchase I got for around 80 bucks. I wanted another pair. But price went up to 99.00. So if you see them st around 80.00. Grab them now. It's a good price. They look beautiful in the case. No problems with the ram at all. Great product. Be sure to download the lighting program. And enjoy them!
82,4.9,JSP,"Fast RAM, albeit with an RGB tax",4,"January 25, 2020",the United States,"This RAM is basically fine - it overclocked to 3200 MHz easily in the UEFI, comes with the usual Corsair RAM lifetime limited warranty, and the RGB works as advertised. But I would probably go with non-RGB RAM (Vengeance LPX, for example) unless this RGB RAM is on sale and non-RGB RAM isn't. I was able to snag this for ~$2 USD more than regular Vengeance LPX; otherwise, I wouldn't have gone the RGB route, as you're paying more for no performance increase whatsoever. With that caveat out of the way, the only other thing to consider is clearance for your CPU cooler (particularly if you're air cooling). It fit fine in my build, so if you like the look, this is a fine choice."
83,4.9,R. Wharton,Great Memory to Fill Out My Gaming PC,5,"February 12, 2021",the United States,"As always, these memory modules are a snap to install. And although, the way they look doesn't add to their actual performance, it certainly adds to the way the PC looks! The RGB option with these modules gives the PC a very cool, distinctive look, and I love being able to program them for different effects! The photo shows them in ""rain"" mode, where the colors cascade downward. The modules seem to be quite stable, and I've not had any issues at all. I don't overclock my PC at all, so I don't expect these modules to ever fail."
84,4.9,Matt,Solid RAM from a good brand,4,"July 23, 2020",the United States,"Overall a good solid stick of RAM, with really just one minor nitpick. If you don't mind paying a bit extra for RGB and have other corsair products you want to sync up with you cant go wrong with these"
85,4.9,Gerald P,Pro version does NOT work with Asus Aura,3,"January 24, 2021",the United States,"Easy and quick to install and works perfectly with my Ryzen 5 3600, on my Asus Tuf Gaming Plus (WiFi) motherboard."
86,4.9,tyler,"Products is great, but the price is horrid.",5,"May 17, 2021",the United States,"As if gpu price scalping wasn’t already hard enough on its own... RAM prices have seen to go up buy an absurd amount over the last month or two. I paid $120 for 16gb of 3200mhz ddr4 in 2021.(that didn’t even arrive to MY HOUSE) had to buy more. This is insane, in late 2020 you could easily pick up a 16gb ddr4 kit 2666-3600mhz for around $60-$90. Although $30 dollars is a lot less of an inflation rate than triple the price for most 30 series nvidia cards, it’s still an unfair price gouge that people have to deal with. Nonetheless, the Corsair products never disappoint, great looking, great performance. Corsair vengeance rgb pro is definitely top 3 best looking ram kits out there. Definitely recommended picking one or two of these kits up for any gamer!"
87,4.9,Jake Preble,"Looks great, works great.",5,"November 29, 2020",the United States,It came a whopping 5 days earlier than expected leaving an only 3 day delivery without Amazon prime. I have a prebuilt computer that only came with 8gb of ram so this was the first thing I wanted to upgrade.
88,4.9,D,READ the reviews!,1,"July 7, 2021",the United States,"No, honestly just no."
89,4.9,W. Jones,Worth Exevery penny,5,"July 14, 2020",the United States,These are absolutely great. With a persistant Ramdisk I can install Firefox on on the Ram drive and browing and streaming are incredibly fast! I love it. My core I7 is now running 72GB with the stock 8 GB work along with these!
90,4.9,DM,in case you'er wondering this RAM is NOT a Samsung,2,"April 4, 2019",the United States,Many people are trying to find out who is the manufacturer of the die.
91,4.9,Wagon,Quick ram,5,"July 15, 2020",the United States,I am not on the RGB bandwagon. But these after install are a work of art. I had the ram up to 4k mhz with 1.45 volts but have since backed it down to stock 3600 at 1.34 volts. Makes my computer a very enjoyable experience.
92,4.9,Justin,"Good speeds, Bad RGB",3,"April 21, 2020",the United States,"I am overall pretty happy with this ram, after setting my Bios to run it at its actual clock speed, it performs well."
93,4.9,Christopher McDonald,Beautiful,5,"January 8, 2021",the United States,The media could not be loaded.
94,4.9,Thainer,Each stick doubles as a temperature warning sensor...very useful,5,"December 2, 2020",the United States,The iCUE software allows you to configure the color of the led based on the detected sensors.  In the picture from left to right:  cup/radeon card/ Ram Temp/ Z490 sensor #1.  I think that is super cool.  128g ram is sweet too.
95,4.9,Andrew Geesy,"Look, Pretty Lights!",5,"March 17, 2021",the United States,"They run great and I love that with the download of the corsair program you can set them up in a lot of different ways.  It is kind of weird that even when I put my computer to sleep that they are still lit up but since my system isn't having any heating issues, then I love them."
96,4.9,Luis Rivera,"Great RGB, Great Ram",5,"September 17, 2020",the United States,"Pretty cool product. Love the RGB, there are no Hotspots and the colors are bright.  The ram works perfectly fine and are reliable for gaming"
97,4.9,G. Q. Tuazon,AMD Ryzen Compatible,5,"March 18, 2019",the United States,"I originally built my PC when the Ryzen 5 gen 1 was released.  I had trouble getting the G Skill RGB 3200 Mhz 16 Gb DDR 4 Ram to stay stable above 2966 Mhz. I am using an Asus X370 Prime motherboard, R5 1600. I finally decided to take the chance and try this Corsair 16gb 3200 Mhz with RGB. Using the latest BIOS, my PC started with no issues. I've configured it and set the speed at 3200 Mhz. It now works well and my system is now reliable. It used to get stuck after 4 to 5 hours of operation."
98,4.9,J. Gay,Do not get if you use aura software,1,"January 11, 2019",the United States,"I had cue1 installed to run the RGB on my strafe keyboard, but this ram would only work with the new icue ... so I installed it. Biggest mistake ever, it caused aura to crash and not detect anything and completely removed all my cue1 profiles, and after that it wouldn't even detect the ram to change RGB. It was stuck in rainbow mode.  I uninstalled it, and even after that aura wouldn't work at all. Had to completely reinstall OS.  Save yourself the headache and either get the non-pro version (which works fine with aura) or some tried and true trident z."
99,4.9,darrell,Good looking product,4,"September 18, 2021",the United States,The product really looks good but really don't notice any difference moving from 3000Mhz. Was able to set the static color and uninstall iCue which is very nice. Overall very happy with the purchase and since DIM prices are so low right now for such good memory take advantage and get something speedy that may be useful in the years to come.
100,4.9,Tyler,Great ram & Decent RGB,5,"April 8, 2021",the United States,"Great ram, and decent RGB granted you didn't get an inconsistent batch."
101,4.9,Bode,Beautiful RAM Sticks with Amazing Performance,4,"June 16, 2020",the United States,"I purchased this kit as a replacement for my aging HyperX 2133 Mhz DDR4 Kit used for budget Intel build. At 3200 Mhz., this kit easily shows the true performance of the 3700x."
102,4.9,Haley C.,Failed after 6 months,2,"June 25, 2021",the United States,"Bums me out.  These looked absolutely gorgeous in my case, and did a grand job giving me Red Dead Redemption 2 in all of its beautiful Ultra glory alongside my RX580.  They're dead now though.  Just like my favorite horse who got to close to the railroad track.  And like that horse, just kind of a waste of money for such a short time period of looking pretty."
103,4.9,MrVman,RGB vs LPX,3,"November 5, 2020",the United States,"The DDR4 3200 RGB Pro 16gb I could not get it to run at 3200, I also have DDR4 3200 Lpx 16gb which runs flawlessly at 3200. I tried different timings, maybe if i ran it without the Lpx in the pc it would work but that would kind of defeat the purpose of adding memory. I am able to get it to run at 2933. My son also has corsair vengeance RGB pro ddr4 3200 only in his pc and also can not get it to run at 3200 either. Shouldn't have to struggle to get it to the listed speed, it should hit that and anything above would be bonus. Yes my bios and drivers up to date."
104,4.9,Maykol,Están increíbles,5,"November 8, 2020",the United States,"Soy de Chile y sí, es importante señalarlo por si eres de aquí y quieres comprar."
105,4.9,Jim May,A good bet for reliable RAM,5,"October 26, 2020",the United States,"Six years ago I built an X-99 Haswell-E box using the 2400MHx non-RGB versions of this DDR4 RAM.  Super reliable the whole time, earning more than it's cost in freelance work, and I expect to keep it in service for a few years more, at least.."
106,4.9,Chrome,Makes your games fun to play and your tower fun to look at,5,"January 18, 2021",the United States,The media could not be loaded.
107,4.9,Tim Escondo,Great sticks; just doesn't sync RGB with MSI,5,"March 9, 2021",the United States,"Works as intended. Sucks that the RGB doesn't sync with MSI Dragon Center, but that's more of Dragon Center's fault than these RAM sticks."
108,4.9,Allen Crawford,false advertising -maybe,1,"September 15, 2020",the United States,"Cant believe seems im the first one to notice this - the description says 2x8 gb  which is all well and good, but then they put a (2pack) on the image which made me think - its actually 2 packs of 2x8 gbs for a total of 4x8gbs.  which is a great deal! cause i was wanting 32gbs total - well this is not the case and now i have to send them back and order 32gbs from someone else (ordering 2 of these from this seller would put it at approx 160$  i can get 32gbs of same for 130$ from others  (maybe this is just me, but i don't see a reason to put a 2pack image on the product image if your not offering 2 packs worth of what the description says)"
109,4.9,m.h.orhan,Does not working with AMD Ryzen 7 2700x,3,"May 29, 2019",the United States,"I really liked product's skin, it has RGB and white cooler, it's perfect for glass cases but doesn't work properly with my setup. I used processor as AMD Ryzen 7 2700x with Asus Prime X470-pro motherboard and system always freeze up. At first I just think that it happens because of my BIOS is not updated. Then I updated my bios to last version, it works for two or three days. After that, last things start to happen again. So I have to change my RAM with Gskill Trident Z RGB version. If you want to use that ram with AMD processor, please check your motherboard's producer compatible device support, specifically  ""Qualified Vendor List"" which called as QVL. Now I'm trying to sell my corsair ram kit as ""used"" in despite of I can not use it."
110,4.9,Keenan,Looks great and performs well... when it works.,3,"September 4, 2020",the United States,"Bought my first kit of these a few months ago from Microcenter. Installed and booted up, but ran into system stability issues and constant bluescreens, a classic sign of bad RAM. Bought a second kit off of Amazon (because that was going to be faster than making another long trip to Microcenter), installed it, and it worked great."
111,4.9,Denis B.,Go with Corsair,5,"October 22, 2020",the United States,"Corsair is one of the most reputable pc part manufacturers for a good reason. These parts are very good, has excellent build quality feel to it, rgb looks amazing in any color, the “white” ram sticks match my white pc case perfectly. 16gb 3200 MHz pairs perfectly with my rtx 3080, and i7 10700k. Don’t cheap out on your pc parts. You will thank yourself later."
112,4.9,Nate and Alexis,"Good performance, though bulky",5,"September 9, 2021",the United States,"Overall, so happy I purchased! I got these for around $45 a stick (I usually shoot for under $60). I think my Ballistix Sport (non-RGB) ones are a bit better, but the RGBs on these look super cute. It's a nice way to spruce up your case and add interesting lights. At first, iCue wasn't detecting the sticks, but after repairing the program on my PC and restarting, it did work. I also have a Corsair bias - I just think their stuff is snazzy. *Be careful these will actually fit into your case/around your other parts. It barely fit in my mid-tower build.*"
113,4.9,Adrian,One of the Best RGB Ram on the market,5,"October 2, 2021",the United States,"Corsair Ram is usually more expensive because it's has a good looking design, Works with lots of motherboards and most importantly RGB. Mine work perfectly paired with my 3700x on a B550 Motherboard. It works great with the ICUE software but it can be a bit slow when first starting up. Colors are bright and if your sick of it you can either dim it or turn it off. Overall great but expensive."
114,4.9,John Needham,"Runs with no errors, LED lights look cool",5,"June 29, 2019",the United States,"Does its thing without problems, and looks cool doing it. My motherboard can't run this at nearly its full speed, but it still looks cool with the light. If it's too bright, turn the RGB numbers WAY down in the same ratio in the Corsair software to keep the same color but decrease the brightness. The stock brightness was like a light ceiling light bulb shining into my face, and lighting up my entire room very well. Hahaha."
115,4.9,Curious Shopper,"GREAT Value, but a slight learning curve for the lighting!",5,"July 23, 2019",the United States,"This is a GREAT set of RAM sticks. They are fast, functional, and well worth the price. My issue is with the RGB itself. There's a learning curve to use the software to get the desired effects. I like complicated light effects, so that's my own fault. If you want simple colors but have a lot of easily customizable light patterns within a few clicks these are great, and you can still achieve just about any pattern, or color you can think of. I personally like the G.Skill Trident RGB's better but these Corsairs are still functional and aesthetically pleasing."
116,4.9,Derrick Rebello,Rgb increases FPS,5,"May 13, 2020",the United States,We all know RGB increases performance in gaming by like 1000%. Well this ram is amazing. The software that is included with the ram is so customizable. The lights are so great and easy to customize.  You can set up different profiles for different settings to have custom light configurations activate.  Must have for any serious pc gamer
117,4.9,Ryan Miller,Works great.,5,"May 20, 2021",the United States,"Great ram, great light show. But I do use iCue to control all of my Corsair lighting stuff, as I have a good amount of it. Just make sure you are either running Liquid Cooled or a slim/high mount CPU cooler to clear the slots if you wanna use 4 (or any on a Micro ATX board lol) as they rise a bit high due to the RGB."
118,4.9,Austin Loeffelholz,"Great Purchase, but some setbacks",4,"January 27, 2020",the United States,Absolutely love this DDR4 Corsair RAM. The lighting looks perfect and it was a much needed upgrade from my DDR4 2400.
119,4.9,JerTer,Good for upgrading. Looks good. No problems,5,"May 27, 2021",the United States,I do video production work that runs my computer to its max and I also game and since I got these RAM sticks my computer stopped glitching and crashing. Great but wish they were alittle cheaper
120,4.9,J Macy,Fails to meet Rated Speeds (3200 MHz)/DONT BUY,1,"July 13, 2021",the United States,"I run an XMP Profile on this for what the RAM is rated for and it constantly crashes due to memory issues. Running a RAM quality or ""Mem Test"" shows that the RAM is faulty and throws error codes. I've bought 4 of these RAM modules, with a failure rate of essentially 50%. I returned the first batch and everything looked fine until it began crashing and crashing more frequently (due to memory handling issues) after only a year of owning them. Mind you, I don't overclock them as they're fast enough to run what I use them for."
121,4.9,Amazon Customer,"Great product, very bright lights",5,"July 26, 2020",the United States,"I don't know how to tell the difference between speed and timing between normal memory and faster memory while using Word, web browsing, playing video games, or watching YouTube videos. I like the RGB and the flat black look for my all black build."
122,4.9,sebastian,Very good rgb ram,5,"June 13, 2021",the United States,Unstable when initializing first to be able to get it to 3600 mhz but eventually did get it to 3200 with asrock motherboard steel pro legend still a pretty good decent amount of speed and fast for what the speed of ram I did get it at for ddr4 memory although a bit on the expensive side still not too much more than an average ssd
123,4.9,John,"Works, but the lights don't turn off when the computer goes to sleep.",3,"February 14, 2019",the United States,"It's RAM, it has pretty lights. It works. What else is there to say? The iCUE software has a lot of customization options. It looks great and works great. My only complaint is that the RAM LEDs don't turn off when the computer goes to sleep. The RAM get's it's power directly from the MOBO, so there's no way for an aftermarket LED Controller to darken the RAM when asleep. This would be 5 stars if Corsair could fix this. I keep my PC in my room, so it's frustrating to have to shut the computer down when I want to sleep."
124,4.9,Robert H.,Working perfectly,5,"April 16, 2019",the United States,Just did the following build:
125,4.9,SAm Concepcion,Super Brillante y lucen muy bien.,5,"September 10, 2020",the United States,"Muy buena calidad puedes notar la diferencia en tu pc tan pronto la enciendes, los reviews que lei hablaban mal de los rgb y les digo que están buenos brillantes y con una calidad de color bien intensa en las fotos se veían los colores como aguados pero no es así muy buen producto."
126,4.9,Matt Rittman,Great RAM for overclocking!,5,"January 18, 2021",the United States,"I've tried overclocking other RAM modules, but these Corsairs worked like a charm. I'm pairing this with an AMD Ryzen 3950x, and unfortunately the G.Skill Trident Z (4x16) configuration ran into problems and didn't allow a full overclock. Also the RGB of the G.Skill would always go out of sync with eachother. The RGB on these Corsairs always stay in sync, and I like their effects. I would highly recommend these!"
127,4.9,Amazon Customer,"This ram is beautiful, and Runs Perfect at 3200mhz, Yes I have a ugly case and cable managment",5,"March 28, 2019",the United States,"I have an AsRock AB350 PRO4 Motherboard, Put the ram in, when I went to turn on my PC, The computer and Ram lit up, but then immediately shut down, Then it turned back on by itself, then it shut back down, Then it turned back on once more, and booted up Windows, It was probably just trying to get the correct timings since I had different ram installed before. Besides that, I didn't have to update my BIOS or anything fancy, Went straight into BIOS because it was running at Stock speed, 2134, Turned on XMP, and it runs PERFECT at 3200, NO ISSUES 100% Stable. and the RGB I kid you not, LOOKS so BEAUTIFUL in person, Photos can prove to you how gorgeous these sticks look, You have to see them in person, UP CLOSE and PERSONAL, The lights are so bright and beautiful, You will be loving them at first sight when they turn on. I really Love the rainbow stock affect, and don't plan on downloading the CUE software to change the colors, but thats my personal preference you know. You do you though. I recommend these to anyone looking for gorgeous RGB Ram."
128,4.9,Mony Nhong,"Light, power, and memory?",5,"November 20, 2021",the United States,"What a great memory, I meant RAM. Having LED light on my RAM make me feel like I can see the how hard my RAM is working even though it is intended for visual effect only. But, whatever make you happy is what matter. My computer is probably happy too, I think."
129,4.9,Scotty,Beautiful. Stable.,5,"May 11, 2021",the United States,Beautiful ram. The white sticks fit perfect in my build. And icue is by far the best rgb software I have used. Very impressive control of Corsair products and beyond.
130,4.9,Jared Boler,ARGB Software sucks,4,"July 31, 2020",the United States,"Sure, I can change it to any color I want. But to sync it up with Aura, you have to install the Corsair software first, and then download the Aura extension. That software constantly runs as a background process, even when you are controlling the RAM with Aura, In other words, there is a relatively heavy background process running at all times if you want to be able to customize it. I just leave it on the stock setting so that process doesn't run."
131,4.9,Joe Max,LED RGB lights burns out after few hours,1,"August 16, 2018",the United States,"bought two different sets of this new pro RGB, and both sets the RGB light on one of the sticks go out. tried the other set on a different setup and it did the same thing. returned. called corsair and they asked me to return them for a refund. which i did."
132,4.9,Steven & Heather,AMAZING RAM!!!!!,5,"February 26, 2019",the United States,The media could not be loaded.
133,4.9,Tyler,Do not use with aura sync,4,"April 12, 2021",the United States,"Overall, I am very happy with my purchase with one exception. When I try and sync up iCue and aura sync together the lights on the memory seem to freeze until I update it in the software every time I turn on my PC, while not affecting performance it is rather annoying considering I spent more to get the RGB opposed to the regular vengeance memory sticks. Overall, These are great sticks for your PC, they are easy to install and have truly amazing lighting options, if you plan on using aura sync and iCue together use a different brand of memory sticks unless you are ok with updating them every time."
134,4.9,King Kong!,Bad set of RAM,1,"February 16, 2020",the United States,"Computer crashed, got a new set of RAM because error code came out and said memory hardware issue. Switch out the memory and worked perfectly. I wanted a replacement, but instead I had to settle for a refund. Now the same memory cost a lot more than what I previously paid for. However, the Amazon agent tried to get me a replacement instead but was unsuccessful. Kudos! To her for trying."
135,4.9,Zac,Good RAM. Unlucky buyer. Good Customer Service (UPDATED),5,"September 7, 2020",the United States,UPDATE: The RAM kit with the faulty RAM was replaced with no hassle at all after sending a RMA ticket. Everything was paid for by Corsair. Even the shipping.
136,4.9,Franklin Moncion,product malfunction,1,"December 23, 2018",the United States,"this product was working perfectly for over 1 month suddenly it started to stop working my Pc started looping and had to remove one of them a put it back in tried a different motherboard and the issue continues , tried different ram cards on my motherboard and it works perfectly , so the issue is definitely the issue are your Ram card yo send me a damage issue and the worst part is that I'm located in dominican republic so its going to be more expensive for me to ship it all the way back to you So thats a Big L for me thanks Corsair !"
137,4.9,Aaron O'Brien,Perfecto!!!,5,"June 22, 2019",the United States,"At first I was using an off-brand RAM for my first PC build. I went out and got an RTX 2070 GPU, played a game of blackout and was getting super low FPS(around 40-65.) After performing a benchmark test, I saw my RAM was performing poorly and immediately knew that the cheap-o ram was the problem with my frame rate. I decided ordered these bad boys, and BOOM! instant differences in gameplay. I’m now experiencing 100-140 frames in blackout!  It to mention they have awesome RGB lighting."
138,4.9,Rtown,RMA for RAM 3 month old RAM 4x8gb 3200mhz,1,"January 10, 2021",the United States,They starting dieing in 3 months. 1 ram is dead and pc wouldn't post. Find and remove the guy ok pc works now yea... Random black screen/ freezing while gaming.
139,4.9,Adam,Oooh pretty!,5,"June 14, 2019",the United States,"Looks very cool in my case, wish I had known that the specific model I bought didn't work with Asus Aura sync (Product description was for multiple models, slightly misleading). Still, the lights are merely a small cosmetic thing and they look great! As ram it performs well, I don't really do anything super ram intensive so I don't have a good measure of just HOW good it is, but I usually run chrome on one monitor and a game on the other and everything works great."
140,4.9,Splintalol,"Yes BBY, you need the RGB",5,"December 13, 2019",the United States,"Corsair CUE works with the RGB and lets you change it to match your system. If you have a white build, are an RGB fiend, or already have Corsair CUE for your keyboard or fans or anything, just grab this. The RAM speed is as advertised and they've never given me any issues. Just make sure your mobo sets the ram speed correctly. I had to manually set it on my Gigabyte mobo. Just go ahead and toss me a ""helpful."" tyty"
141,4.9,M. L.,"Great product, but beware the height with air cooler use",5,"March 5, 2021",the United States,"These modules are 53mm high. That severely limits which heatsink/CPU air coolers will fit next to/over them, depending on how far outward the heatsink pipes spread before curving upward."
142,4.9,Roasty Toasty,Great size and performance,5,"May 7, 2021",the United States,Purchased the 2x8 (16g) 3600mhz to see if this was a good option and it was.
143,4.9,IonSound,"Pretty, but...",3,"February 27, 2021",the United States,"I ordered the 16gb kit for my new pc build, and as this was my first time building a pc, it took me a minute that my pc wouldn't start because one of my RAM sticks were faulty. So now I only have 8gb of RAM instead of the 16gb I payed for. It doesn't surprise me tho, it's pretty common that some parts are faulty coming out of the factory. But still can be disheartening for someone in my shoes who was stressed out over their first solo pc build."
144,4.9,Dr Zalost,"Very good memory, but could be better",4,"January 24, 2020",the United States,"This pair of RGB ram is very good. Very bright and some good rgb options. I feel like for the price you pay, there should be more effects with the rgb."
145,4.9,Bailey Kovak,Reviews about software are true,5,"November 9, 2020",the United States,Great for my new pc build. Love the rgb effect. The ice software though is bad just like reviews say. My bf installed for his to change the color and completely glitched out his computer. Once uninstalling software all was good. So I chose to not even mess with it and leave it rainbow rgb. But that's the only con I experienced.
146,4.9,Kevin B,iCue is okay,5,"October 28, 2020",the United States,"2 and a half years ago I hated iCue, now it's tolerable. I wish it was compatible with my Gigabyte motherboard as claimed to be, but oh well. The LEDs can get really bright, and XMP is working fine according to my BIOS. I mainly bought these because they're white and G.Skill Neos weren't in stock on my purchase date."
147,4.9,James,Buy it,5,"August 27, 2020",the United States,Beautiful RAM in an all-white system. Corsair's software makes customization a breeze.
148,4.9,Bakar Narimanidze,Works quite well,5,"January 4, 2022",the United States,"RAM Sticks (2x8GB) arrived on time and well packaged. Nothing extraordinary to use them, just plug&play style."
149,4.9,Al Carmona,Horrible service from Corsair,1,"August 10, 2021",the United States,"We purchased 2x8gb memory for my son's new tower build. Only 1 of the 2 memory sticks was working. AMZ customer service transferred me to Corsair support where the rep informed me that we had to return both. It's my son's virtual school computer and we need to have at least the 1 working ram stick in order for the computer to work. Corsair rep said that if we wanted to keep the 1 ram stick and return the other, then we'd have to go through a lengthy RMA process that involves leaving a deposit for the full amount of purchase. Crazy!! Horrible customer service from Corsair."
150,4.9,Charity West,"Super clean, but beware AMD users...",1,"February 17, 2020",the United States,"Got another set while Corsair RMA'd the first set due to not cold booting to advertised 3200mhz, the second set showed the same issue despite being on MSI's QVL page published for this specific mother board."
151,4.9,Nicholas H,Perfect Solution To My PC's Bottleneck,5,"May 5, 2021",the United States,"I recently bought a prebuilt gaming pc with some pretty darn good specs, unfortunately the one downfall was the amount of memory that came with the build wasn't enough for the games i was playing and bottlenecking my other components. I did some research on amazon and came to find the Corsair Vengeance RGB PRO 16GB (2x8GB) DDR4 3200MHz C16 LED Desktop Memory - Black was the perfect fix."
152,4.9,Josh Rogers,"A little overkill,maybe.",5,"May 18, 2021",the United States,"beautiful color and brightness.Great gaming performance,I do have docp set to an OC of 4200 running 4x8(32g). no ram issues ever,I play and use a lot of ram hungry games and programs and have no issues.Icue integration is great. i did have to change a few settings so it didn't bug out when Asus Armoury crate was controlling my case and mobo lights.Once I figured that out. it's  been smooth sailing."
153,4.9,Stephanie Rodriguez,rgb awesomeness,5,"September 26, 2020",the United States,"I am a loyal customer with Corsair for years now, you cant go wrong with them. I have never had any problems with anything that i have bought from Corsair. This memory works great. The rgb on it lights up bright and looks very nice sitting there glowing in rgb awesomeness, and the price is the deal maker cant beat it for 88 dollars. Trust me buy Corsair.  P.S. I dont work for them, I am just a fan. lol"
154,4.9,Andrew Johnson,Pretty light make computer go fast,5,"June 23, 2020",the United States,"I can't stop buying pretty lights that go inside my computer. These work through the MSI software to customize the lights to do whatever I want, and getting them up to 3200mhz was as easy as activating the XMP in the BIOS. Grabbed two more from microcenter (at the time these were $10 cheaper on amazon, but I couldn't wait), and now I'm set! Very happy with my colorful mess of a build."
155,4.9,Shaun G,Do not recomend,1,"November 10, 2020",the United States,Wtf is this? It doesn't even go 3600mhz...
156,4.9,justin,Looks great and works great ;),5,"October 17, 2021",the United States,works great when you first install the ram it’s at the completely wrong speed But once you go into the bios and enable XMP it fixes all the ram speed to spec after I did that the product is great works amazing
157,4.9,Samstrex,Overall pretty good,5,"March 17, 2021",the United States,"You get exactly what you pay for, it works as expected and the RGB is very bright. The design is somewhat boring after a while, but it is what it is. I would recommend the Corsair Vengeance rgb pro SF if you have an AIO up top because this ram is very very tall. All around, I would expect prices to be a little cheaper but the customizability in iCue is great."
158,4.9,Amazon Customer,Super product!,5,"November 14, 2021",the United States,"These are super great memory cards for PC! And they light up for those who want that. Great for all applications and gaming. Just make sure you get the right size, etc. that support your motherboard."
159,4.9,Folodia,Good RAM and very pretty,5,"November 1, 2021",the United States,"Packaging was very nice, RAM sticks both arrived fully functional. The RGB is also very nice and high quality. Overall a very nice RAM choice but I would recommend looking elsewhere if you are going for a budget build. Otherwise it's a very nice choice if you have the money."
160,4.9,Mikhail A.,Best RGB Memory Stick from Corsair,5,"February 1, 2019",the United States,The Corsair Vengeance RGB Pro probably has the best lightning for a memory stick. It can easily light up your whole pc with the ram sticks alone. I have 4 3200mhz sticks running at dual channel and xmp at 3.2ghz cl16 and it only runs at 43-47 degrees Celsius under load with the RGB lights on. It easily drops the temperature by 5 degrees when the lights are turned off. This is from an Nzxt H700 case with 3 Corsair LL120 fans as in take.
161,4.9,Javier Espada,Super Fast and Beautiful!!!,5,"July 12, 2020",the United States,"Beautiful and Fast!!! 16gb at a great price! All worked fine! Highly recommend it if you love some rgb in your life! I have all my LED lights from corsair, using icue is very easy and control everything from a single app, have profiles stored in the keyboard for easy change or to turn off when going to sleep."
162,4.9,Rowen Matthew Gunn,"Works great, easy to install and configure, bright!",5,"October 30, 2021",the United States,"Worked great, installed and set the XMP profile for 3200, and windows booted up perfectly with no issues. Verified the ram is running at 3200 and it’s worked perfectly since."
163,4.9,Charlotte Armstrong,Beautiful & effective memory sticks!,5,"October 21, 2020",the United States,I chose these for my new computer build. One of the two sticks was defective in my first pack so I requested a replacement. The new set arrived in 2 days and work perfectly. These are working wonderfully and look beautiful in the case at the same time. I am really glad I went corsair for my RAM! Great product & great service!
164,4.9,Buddy Lee,64 Gigs In my build!,5,"August 25, 2020",the United States,The media could not be loaded.
165,4.9,Jeff,"Been working good, lights are super bright!",5,"September 28, 2021",the United States,"I should install the software as the lights on this thing overpower all my other lights in my system. Been running gaming servers, VR, and Unity Development and no errors so far, its been solid."
166,4.9,Danny Boy,Great as usual from Corsair!,5,"July 18, 2021",the United States,Easy to install. iCue software is easy to control colors and free. 32gb total shown here. Didn't think I needed that much RAM but when playing COD the system uses around 17gb. Looks cool and would recommend.
167,4.9,Winfield L. Marshall,I like Corsair,5,"June 19, 2021",the United States,I have never had an issue with Corsair ram. I use it in my more important builds. This is not the best ram for gaming but Corsair does make faster kits with lower latencies. If your into RGB this kit looks nice.
168,4.9,Marc Anderkin,Great Memory and Fast,5,"August 3, 2019",the United States,Super fast and great looking too. I love this memory because it makes my Pc look great while also working great. I have been pushing this memory and it has not missed a beat. I will definitely be buying another 16gb of this ram. I have been playing games like Rage 2 and Rebel Galaxy Outlaw on high with no issues. I know most of this is due to the Gpu but this memory really does scream.
169,4.9,Pierce K,RGB makes the world go round,4,"November 16, 2021",the United States,"Other than the STUPID iCue software that's required for the RGB to function in time with each other, and the fact that it's bloatware 99% of the time, this is great stuff."
170,4.9,Y.Zou,Ver 4.41 = Samsung 16Gbit A-die; Ver 5.49 = Hynix MJR,5,"August 18, 2021",the United States,"I happened to have two kits of this, ver 4.41 and ver 5.49"
171,4.9,ew,It is what it is.,4,"May 6, 2020",the United States,Good ram that you're over paying on for some RGB. If you don't care about looks or your budget is tighter don't get these. you can get better ram for the same price or the same level much cheaper.
172,4.9,Joharizan Khua,Does not work immediatly out of box,4,"May 29, 2020",the United States,"What did I mean by the headline? If you are a beginner in computers like me, you may have auto overclocking and auto XMP already activated in your AMD build, and if that's the case, my system didn't' even post. I thought i had dead ram on arrival but I tried deactivating the auto overclocking and auto XMP and it posted, only after it posting i went into the bios again and reactivated the settings and now everything is fine."
173,4.9,Jack Schirtz,It’s Ram that lights up,5,"December 30, 2021",the United States,"It’s what you’d expect.  RAM that lights up.  Can control it and change.  But it is what you’d expect.  No different than other RAM, not much else to say, it’s light up RAM."
174,4.9,Gena,great ram,5,"November 15, 2020",the United States,"great ram for gaming and for looks. it works perfectly fine, am able to have 1 game open, spotify, 3-4 tabs on chrome, and other applications with no fps problems (i have a 1660 with ryzen 5 2600 btw )"
175,4.9,FilmGeek,Defective stick of RAM and seller has disappeared,1,"October 18, 2020",the United States,"One stick is great, the other defective, but the seller doesn't exist on Amazon any longer so I can't get refunded or a replacement."
176,4.9,Hung Nguyen,Worth The Money,5,"July 30, 2020",the United States,The media could not be loaded.
